"PostCode","shortPostcode","Year","PAON","Price"
"YO51 9GY","YO51","2021","D",315000
"YO32 9AH","YO32","2021","T",315000
"YO32 9AH","YO32","2021","T",334000
"YO32 9AH","YO32","2021","S",440000
"S6 6GY","S6","2021","T",195000
"DN6 9BY","DN6","2021","S",2e+05
"DN3 1LZ","DN3","2021","F",175000
"S2 5AW","S2","2021","F",168000
"S66 9QP","S66","2021","T",135000
"S63 7GF","S63","2021","F",74000
"S63 7ER","S63","2021","F",74000
"S2 5AS","S2","2021","F",177500
"S17 3QQ","S17","2021","O",215500
"S63 0BF","S63","2021","O",220000
"S36 2AL","S36","2021","D",245000
"HX4 8QS","HX4","2021","T",5e+05
"S70 5US","S70","2021","F",111000
"DN3 2BG","DN3","2021","F",94000
"DN10 6NB","DN10","2021","F",267999
"LS13 3JX","LS13","2021","F",63000
"S35 0DX","S35","2021","D",475000
"DN7 5JX","DN7","2021","T",165000
"HD6 4FN","HD6","2021","F",95000
"LS12 4EP","LS12","2021","F",174000
"WF3 2FR","WF3","2021","F",110000
"BD13 3GH","BD13","2021","F",78000
"BD11 1LS","BD11","2021","F",155000
"TS9 6HG","TS9","2021","S",280000
"LS7 4PE","LS7","2021","O",555000
"OX27 8AE","OX27","2021","F",225000
"OX29 8BH","OX29","2021","F",195000
"OX25 2DR","OX25","2021","F",189950
"OX25 2AZ","OX25","2021","F",244950
"OX25 2DR","OX25","2021","F",254950
"DN3 1AA","DN3","2021","T",164000
"S36 2AF","S36","2021","F",78000
"OX25 2DQ","OX25","2021","F",194950
"OX25 2DQ","OX25","2021","F",199950
"OX25 2DR","OX25","2021","F",249950
"OX13 5AP","OX13","2021","F",180000
"OX15 5NR","OX15","2021","D",550000
"S13 7AF","S13","2021","F",116000
"S13 7AF","S13","2021","F",162450
"S25 1YT","S25","2021","D",3e+05
"DN4 9JR","DN4","2021","D",180000
"LS9 0DS","LS9","2021","F",166500
"DN10 6QS","DN10","2021","S",211500
"HG3 2JL","HG3","2021","O",210000
"S35 4LS","S35","2021","F",1e+05
"S75 5JS","S75","2021","D",515000
"S70 5US","S70","2021","F",1e+05
"HD9 2AH","HD9","2021","S",222000
"S75 3LT","S75","2021","F",88000
"LS20 9HZ","LS20","2021","F",79000
"LS27 8AG","LS27","2021","F",94000
"LS12 4EP","LS12","2021","F",125000
"S35 0ER","S35","2021","F",125000
"LS21 1LH","LS21","2021","F",305000
"LS13 4LD","LS13","2021","F",125000
"HX2 8QL","HX2","2021","F",62995
"HX2 8QN","HX2","2021","F",65000
"HX2 8QN","HX2","2021","F",67500
"BD15 0HW","BD15","2021","F",102000
"HX3 0RW","HX3","2021","F",230000
"HG3 2BA","HG3","2021","O",25920
"LS12 3DH","LS12","2021","F",110000
"HX2 8QN","HX2","2021","F",65500
"HX2 7UW","HX2","2021","F",174250
"WF4 3JL","WF4","2021","T",230000
"LS20 9BR","LS20","2021","F",260000
"LS10 4FY","LS10","2021","F",115000
"LA2 7ES","LA2","2021","O",220000
"BD13 5EG","BD13","2021","T",165000
"BD3 7FE","BD3","2021","F",80000
"S72 8FE","S72","2021","F",60000
"OX7 6DG","OX7","2021","O",15000
"HD9 4BQ","HD9","2021","F",305000
"BD3 7FE","BD3","2021","F",89500
"OX29 6AN","OX29","2021","O",2e+05
"OX25 2DR","OX25","2021","F",199950
"DN4 6QP","DN4","2021","F",102000
"LA2 7EG","LA2","2021","T",163000
"HG3 1TJ","HG3","2021","T",450000
"BD20 8LR","BD20","2021","D",416000
"YO13 0QR","YO13","2021","T",175000
"DN8 5BB","DN8","2021","F",86000
"HX4 8AA","HX4","2021","F",112750
"LS29 6GW","LS29","2021","F",289950
"HX2 9TX","HX2","2021","D",280000
"YO7 1ST","YO7","2021","F",55000
"DL8 1SP","DL8","2021","D",270000
"HX4 8LZ","HX4","2021","F",97000
"LS10 4FT","LS10","2021","F",117500
"LS29 6GU","LS29","2021","S",360000
"WF12 0RG","WF12","2021","S",191000
"LS13 4BN","LS13","2021","F",95000
"LS10 1HR","LS10","2021","F",130000
"BD3 7FF","BD3","2021","F",75000
"S66 3RJ","S66","2021","S",224000
"DN4 7NB","DN4","2021","F",128000
"BD22 8SB","BD22","2021","F",130000
"LS29 6QJ","LS29","2021","F",187950
"LS18 5NG","LS18","2021","F",162500
"LS10 1HQ","LS10","2021","F",174000
"LS27 9EB","LS27","2021","F",90000
"BD14 6JN","BD14","2021","S",77500
"BD20 0ET","BD20","2021","F",132500
"BD16 2AP","BD16","2021","F",76000
"BD20 0FB","BD20","2021","F",144000
"S36 9PT","S36","2021","T",368500
"LS27 8QA","LS27","2021","F",77000
"BD13 2PE","BD13","2021","T",88000
"LS26 0HB","LS26","2021","F",140000
"HD9 1RJ","HD9","2021","F",127000
"BD10 0LP","BD10","2021","F",190000
"BD10 0PN","BD10","2021","F",867500
"BD10 8DF","BD10","2021","F",180000
"OX25 2DR","OX25","2021","F",184950
"BD16 2AN","BD16","2021","F",123500
"HG3 5HL","HG3","2021","D",2e+05
"LS14 3HB","LS14","2021","F",140000
"WF3 2FZ","WF3","2021","F",120000
"S72 8FE","S72","2021","F",56000
"S6 6AH","S6","2021","F",179950
"LS27 8LD","LS27","2021","F",116500
"OX25 2DQ","OX25","2021","F",189950
"OX25 2DQ","OX25","2021","F",269950
"OX25 2AZ","OX25","2021","F",2e+05
"LS25 7FE","LS25","2021","T",242500
"DN11 9JE","DN11","2021","F",115000
"LS29 6AJ","LS29","2021","F",159000
"HX2 6AU","HX2","2021","F",131000
"LS18 5NG","LS18","2021","F",149000
"HD3 4ZW","HD3","2021","F",83500
"BD17 5LF","BD17","2021","F",89250
"WF3 2FY","WF3","2021","F",110000
"DN3 2BG","DN3","2021","F",98000
"S8 7SB","S8","2021","F",89000
"LS29 6DD","LS29","2021","F",159000
"LS8 2JH","LS8","2021","F",190000
"BD18 3LX","BD18","2021","F",135000
"LS16 9AE","LS16","2021","D",635000
"LS27 8BJ","LS27","2021","F",95000
"LS29 0SY","LS29","2021","F",152000
"LS29 0SY","LS29","2021","F",165000
"LS14 3HB","LS14","2021","F",132250
"LS16 8ET","LS16","2021","F",139200
"BD10 8DF","BD10","2021","F",185000
"LS29 6FB","LS29","2021","F",106000
"LS16 9HJ","LS16","2021","F",215000
"HD3 4ZQ","HD3","2021","F",79000
"S64 8LW","S64","2021","F",60000
"BD23 6NQ","BD23","2021","F",199000
"YO24 1UB","YO24","2021","F",96200
"DN11 9QX","DN11","2021","F",135000
"DN12 1EX","DN12","2021","F",93750
"DN11 9QX","DN11","2021","F",142500
"DN10 6TL","DN10","2021","F",164000
"DN10 6TL","DN10","2021","F",264000
"S25 3SA","S25","2021","F",75000
"HG4 5HJ","HG4","2021","D",522500
"LS26 9AG","LS26","2021","T",177500
"BD8 7LP","BD8","2021","F",50000
"DN11 9FA","DN11","2021","T",350000
"OX7 3QR","OX7","2021","F",250000
"OX4 2UG","OX4","2021","F",3e+05
"OX3 8SF","OX3","2021","F",285000
"HD8 8TJ","HD8","2021","T",150000
"OX5 3DX","OX5","2021","F",185000
"YO21 3SU","YO21","2021","F",4e+05
"LS27 8ZJ","LS27","2021","F",160000
"OX17 3FL","OX17","2021","F",2e+05
"LS13 3JX","LS13","2021","F",55000
"LS1 4GN","LS1","2021","F",558325
"HX4 9AE","HX4","2021","D",477000
"HX3 7FB","HX3","2021","O",610000
"LS19 7ZA","LS19","2021","O",1185000
"HD2 1GQ","HD2","2021","O",642000
"OX3 9GQ","OX3","2021","O",1103740
"OX3 9GQ","OX3","2021","O",1071413
"HX3 7FB","HX3","2021","D",614405
"BD13 2JR","BD13","2021","O",380000
"WF7 7EF","WF7","2021","O",205000
"LS10 1EU","LS10","2021","F",220000
"LS25 2QE","LS25","2021","O",149484
"HX3 7FB","HX3","2021","D",6e+05
"HG3 3NE","HG3","2021","D",1475000
"S75 1JT","S75","2021","O",2500000
"BD10 9UL","BD10","2021","F",66000
"HD2 1EG","HD2","2021","S",60000
"HD8 0TX","HD8","2021","F",143000
"LS12 3DH","LS12","2021","F",85000
"LS23 6FU","LS23","2021","F",187500
"LS23 6FU","LS23","2021","F",183750
"WF2 7DP","WF2","2021","F",75000
"LS23 6FU","LS23","2021","F",1e+05
"LS23 6FU","LS23","2021","F",191250
"OX13 5HJ","OX13","2021","D",450000
"OX13 5HJ","OX13","2021","D",425000
"LS18 4TT","LS18","2021","F",148000
"WF8 3AL","WF8","2021","S",325000
"HD3 4ZW","HD3","2021","F",115000
"LS29 6GA","LS29","2021","F",88000
"LS20 9PY","LS20","2021","T",270000
"S75 4PB","S75","2021","F",127000
"DN10 6PU","DN10","2021","F",128500
"LS27 7LD","LS27","2021","F",395000
"BD22 7QR","BD22","2021","D",390000
"LS18 5NP","LS18","2021","F",125000
"S63 7HB","S63","2021","F",47000
"OX27 9AT","OX27","2021","S",645000
"LS18 4NH","LS18","2021","F",116000
"HX6 4HT","HX6","2021","F",210000
"LS10 1HN","LS10","2021","F",128500
"LS6 1FH","LS6","2021","F",190000
"WF3 2FT","WF3","2021","F",120000
"S75 3LS","S75","2021","O",2755489
"OX2 9BS","OX2","2021","F",220000
"S35 0HJ","S35","2021","S",680000
"S35 9TZ","S35","2021","F",135000
"LS26 9JP","LS26","2021","F",225000
"BD22 7EP","BD22","2021","D",425000
"LS26 9JP","LS26","2021","F",239995
"BD22 7EP","BD22","2021","S",210000
"HX2 9WA","HX2","2021","T",250000
"LS29 7SF","LS29","2021","D",755000
"LS28 5EN","LS28","2021","F",107000
"HD6 4FN","HD6","2021","F",90000
"LS6 4SZ","LS6","2021","T",238000
"BD20 0FW","BD20","2021","T",535000
"LS29 0SY","LS29","2021","F",235000
"LS27 8BJ","LS27","2021","F",93000
"BD17 6DN","BD17","2021","T",315000
"LS26 9JP","LS26","2021","F",219995
"DN9 3RN","DN9","2021","O",1344500
"DN9 3RN","DN9","2021","O",1650000
"DN10 6JL","DN10","2021","F",70000
"HX4 9FN","HX4","2021","F",225000
"HD3 4ZQ","HD3","2021","F",80000
"LS27 8AZ","LS27","2021","F",105000
"LS10 1HP","LS10","2021","F",295000
"LS25 7AA","LS25","2021","F",160000
"HX3 8UH","HX3","2021","D",575000
"HX3 8UH","HX3","2021","D",435000
"HG3 1AE","HG3","2021","O",5938707
"OX1 5PE","OX1","2021","F",258000
"OX3 9FU","OX3","2021","O",75625
"YO24 1UP","YO24","2021","S",875000
"YO62 5FE","YO62","2021","F",49250
"HD4 7BX","HD4","2021","T",165000
"S73 0TE","S73","2021","F",71500
"HD7 6ET","HD7","2021","S",325000
"DN3 1HG","DN3","2021","S",295000
"S66 1JY","S66","2021","F",122000
"HD3 3GQ","HD3","2021","F",154950
"LS18 5QX","LS18","2021","F",95000
"S75 4PB","S75","2021","F",128000
"DN4 7AP","DN4","2021","F",164500
"S66 7FL","S66","2021","F",44000
"LS19 6JZ","LS19","2021","D",360000
"LS10 1HP","LS10","2021","F",156000
"HX3 0RN","HX3","2021","F",170000
"LS6 2AB","LS6","2021","F",210000
"LS19 7BW","LS19","2021","F",245000
"S26 7YR","S26","2021","D",375000
"YO19 5HD","YO19","2021","S",204000
"OX4 4TN","OX4","2021","T",395000
"OX4 4XG","OX4","2021","F",265000
"OX4 4TW","OX4","2021","F",350000
"BD10 0LQ","BD10","2021","F",103000
"OX3 9FA","OX3","2021","F",269765
"LS18 5NQ","LS18","2021","F",212000
"LS29 6QJ","LS29","2021","F",183000
"OX14 3GN","OX14","2021","F",205000
"OX13 5DS","OX13","2021","T",817500
"LS27 0QF","LS27","2021","F",130000
"LS29 6AJ","LS29","2021","F",156500
"BD22 9FA","BD22","2021","T",249500
"LS12 5HA","LS12","2021","D",470000
"OX27 9AQ","OX27","2021","S",355050
"LS12 4EP","LS12","2021","F",133000
"HX2 6RL","HX2","2021","F",192500
"LS26 8SN","LS26","2021","F",135000
"S75 4BL","S75","2021","T",389950
"S26 6PB","S26","2021","T",206226
"BD20 6SE","BD20","2021","F",85000
"HD9 3TQ","HD9","2021","F",213000
"HX4 9FN","HX4","2021","F",258000
"OX25 5LN","OX25","2021","S",342500
"OX12 9RG","OX12","2021","F",180000
"OX2 9BS","OX2","2021","F",320000
"LS20 9BR","LS20","2021","F",250000
"OX28 5DG","OX28","2021","F",245000
"OX28 5DG","OX28","2021","F",540000
"BD20 0AH","BD20","2021","F",108500
"HD8 9LY","HD8","2021","F",197500
"OX7 3QR","OX7","2021","F",255000
"OX4 2NE","OX4","2021","F",225000
"RG8 9HE","RG8","2021","F",420000
"OX29 9TN","OX29","2021","S",365000
"OX15 4EU","OX15","2021","S",278000
"OX11 6GY","OX11","2021","F",325000
"OX44 7JS","OX44","2021","D",1e+06
"OX10 6LU","OX10","2021","F",207000
"LS25 6AA","LS25","2021","F",137500
"OX12 9RG","OX12","2021","F",560000
"OX12 9RG","OX12","2021","F",290000
"YO17 8JX","YO17","2021","T",195000
"BD23 6NQ","BD23","2021","F",152000
"BD23 3EG","BD23","2021","F",195000
"YO62 6AA","YO62","2021","T",128000
"OX15 0TH","OX15","2021","D",725000
"S63 7LB","S63","2021","F",1e+05
"S75 3TU","S75","2021","F",147000
"OX11 6GY","OX11","2021","F",340000
"DL6 2AQ","DL6","2021","S",315000
"OX2 9TA","OX2","2021","F",114000
"OX3 0JA","OX3","2021","F",251000
"OX7 3EG","OX7","2021","D",930000
"YO8 8QA","YO8","2021","D",250000
"OX1 5PE","OX1","2021","F",265000
"S75 5EF","S75","2021","O",705714
"S35 9YR","S35","2021","O",90000
"DN6 0HY","DN6","2021","O",1e+05
"S26 6LN","S26","2021","O",440000
"S35 9YR","S35","2021","O",425000
"S62 6NX","S62","2021","O",42000
"S13 7AF","S13","2021","O",385000
"OX2 9TA","OX2","2021","T",2e+05
"OX29 4JX","OX29","2021","S",372500
"RG4 9JS","RG4","2021","S",450000
"BD23 3EG","BD23","2021","F",125000
"YO62 4JW","YO62","2021","T",549950
"YO21 1SW","YO21","2021","O",180000
"DN10 6NB","DN10","2021","F",182766
"S74 9SB","S74","2021","O",9865726
"YO17 9EU","YO17","2021","O",655000
"YO19 6BG","YO19","2021","O",715000
"OX29 9TU","OX29","2021","T",370000
"OX3 8AB","OX3","2021","F",272500
"OX12 9RG","OX12","2021","O",562500
"OX3 7SP","OX3","2021","F",345000
"OX18 4BX","OX18","2021","D",370000
"LA2 7HR","LA2","2021","T",113000
"YO60 7HQ","YO60","2021","S",216000
"OX7 3TF","OX7","2021","S",425000
"YO62 4DU","YO62","2021","S",240000
"YO14 0EQ","YO14","2021","D",526000
"OX4 2UG","OX4","2021","F",366000
"YO8 6AA","YO8","2021","T",257500
"YO30 1XU","YO30","2021","S",460000
"OX7 6FG","OX7","2021","F",132000
"HG3 3BJ","HG3","2021","D",560000
"HX2 8AE","HX2","2021","F",40000
"HX3 9DF","HX3","2021","O",99000
"HX3 9DF","HX3","2021","O",121000
"BD15 0DP","BD15","2021","F",1e+05
"HX3 9DF","HX3","2021","O",104000
"HX3 9DF","HX3","2021","O",93000
"HX3 9DF","HX3","2021","O",115000
"YO23 3PH","YO23","2021","D",1e+06
"HG3 3QN","HG3","2021","T",515000
"YO51 9AL","YO51","2021","T",138000
"TS15 0AL","TS15","2021","S",140000
"DN3 2BG","DN3","2021","F",97500
"DN3 2BG","DN3","2021","F",92000
"S25 5FS","S25","2021","T",187500
"DN6 0QX","DN6","2021","F",72500
"S63 6EZ","S63","2021","T",105000
"S74 9DH","S74","2021","F",75000
"S74 9DH","S74","2021","F",90000
"YO30 1AJ","YO30","2021","S",239000
"YO32 9AH","YO32","2021","S",450000
"S35 2XP","S35","2021","F",145000
"S5 6DD","S5","2021","F",118000
"OX14 3GN","OX14","2021","F",227300
"OX3 8AE","OX3","2021","F",240000
"OX7 4LW","OX7","2021","F",145000
"OX4 2ER","OX4","2021","F",210000
"OX17 3FJ","OX17","2021","F",260000
"YO14 0HZ","YO14","2021","F",165000
"OX17 3FL","OX17","2021","F",95000
"HG3 1HQ","HG3","2021","S",615000
"S36 1GB","S36","2021","S",220000
"YO31 9PL","YO31","2021","F",175500
"OX3 7RU","OX3","2021","F",310000
"OX15 0QN","OX15","2021","F",228000
"LA6 3BZ","LA6","2021","S",350000
"OX7 3PJ","OX7","2021","F",290000
"YO21 1RW","YO21","2021","F",270000
"YO31 9PR","YO31","2021","F",162500
"OX29 4FR","OX29","2021","F",340000
"YO7 3AR","YO7","2021","S",197500
"TS9 6AW","TS9","2021","F",135000
"S2 5AW","S2","2021","F",165000
"OX3 0BX","OX3","2021","F",350000
"YO62 5YD","YO62","2021","S",310000
"YO21 2AB","YO21","2021","S",140000
"OX18 4BX","OX18","2021","D",965000
"OX15 4AN","OX15","2021","F",162000
"OX7 6DE","OX7","2021","F",175000
"YO21 1RW","YO21","2021","F",330000
"HG4 5BU","HG4","2021","T",775000
"OX4 2UG","OX4","2021","F",4e+05
"OX13 5BY","OX13","2021","F",223000
"OX3 9FX","OX3","2021","F",390000
"OX25 2AZ","OX25","2021","F",184950
"YO51 9GY","YO51","2021","F",161000
"YO21 1SW","YO21","2021","D",2e+05
"OX15 0QN","OX15","2021","F",177000
"OX13 5BY","OX13","2021","F",224000
"DN10 6NB","DN10","2021","F",170000
"HG3 1TJ","HG3","2021","S",681000
"YO17 9HR","YO17","2021","F",93200
"OX12 8LA","OX12","2021","T",330000
"OX25 2AZ","OX25","2021","F",199950
"LA2 7BU","LA2","2021","T",240000
"YO62 7TN","YO62","2021","F",370000
"BD23 5LS","BD23","2021","F",375000
"DN12 3DW","DN12","2021","S",120000
"DN11 0DB","DN11","2021","S",280000
"YO25 3QY","YO25","2021","D",245000
"LS24 9RL","LS24","2021","S",316500
"BD20 9AT","BD20","2021","F",165000
"YO23 7DN","YO23","2021","S",320000
"LS22 4EP","LS22","2021","S",377950
"RG8 0JA","RG8","2021","S",392000
"YO14 0HZ","YO14","2021","F",172500
"BD23 6NQ","BD23","2021","F",197000
"HG3 2JH","HG3","2021","T",472000
"HG4 5BU","HG4","2021","T",425000
"OX29 9AA","OX29","2021","D",825000
"YO24 3DW","YO24","2021","F",122000
"DN14 0QW","DN14","2021","S",180000
"S64 8RE","S64","2021","F",135000
"LS17 0EG","LS17","2021","F",250000
"OX27 9AS","OX27","2021","D",775000
"RG8 0JX","RG8","2021","S",745000
"YO17 9HR","YO17","2021","F",130000
"DN14 0BQ","DN14","2021","S",195000
"YO18 7QR","YO18","2021","S",141000
"YO24 3BR","YO24","2021","F",150000
"YO8 5BU","YO8","2021","D",225000
"YO14 0HZ","YO14","2021","D",559500
"YO62 4AT","YO62","2021","T",305000
"YO24 3DW","YO24","2021","F",111500
"YO24 3BR","YO24","2021","F",140000
"OX44 9HP","OX44","2021","D",685000
"YO51 9AT","YO51","2021","T",152500
"YO12 4RJ","YO12","2021","S",380000
"OX2 9TA","OX2","2021","T",180000
"TS15 0JA","TS15","2021","F",194000
"OX15 5BP","OX15","2021","F",337000
"RG8 0PL","RG8","2021","F",238000
"OX12 0JE","OX12","2021","T",195000
"RG8 7HL","RG8","2021","T",470000
"DL10 6SY","DL10","2021","F",97500
"HG4 3RU","HG4","2021","D",335000
"YO24 1QU","YO24","2021","T",485000
"BD23 4LA","BD23","2021","T",387500
"DL8 3HZ","DL8","2021","F",437500
"OX3 8SE","OX3","2021","F",326000
"OX3 0HS","OX3","2021","F",361001
"BD10 0LQ","BD10","2021","F",164400
"LS19 7ZA","LS19","2021","O",1110000
"BD12 0SP","BD12","2021","O",36000
"OX3 0NY","OX3","2021","F",250000
"BD23 3NN","BD23","2021","T",412500
"HG3 2JZ","HG3","2021","T",335000
"YO24 1QD","YO24","2021","F",249950
"WF11 9JY","WF11","2021","T",160000
"BD20 8FG","BD20","2021","F",237500
"DL10 7LL","DL10","2021","T",2e+05
"YO19 5HD","YO19","2021","S",338000
"OX18 2HL","OX18","2021","T",420000
"OX7 4LW","OX7","2021","F",142000
"OX4 2ER","OX4","2021","F",375000
"YO62 7TN","YO62","2021","F",155000
"YO62 7TN","YO62","2021","F",4e+05
"YO26 5FA","YO26","2021","F",125000
"OX7 3PT","OX7","2021","T",536000
"OX11 9NT","OX11","2021","T",330000
"OX29 8LA","OX29","2021","S",251000
"HG4 4EN","HG4","2021","F",139000
"YO62 7RD","YO62","2021","T",114500
"DN14 0PH","DN14","2021","D",280000
"LS27 0JG","LS27","2021","O",294000
"OX27 8AE","OX27","2021","F",210000
"YO21 1BF","YO21","2021","O",110000
"YO62 7TN","YO62","2021","F",390000
"OX12 0AX","OX12","2021","S",335000
"OX29 4PF","OX29","2021","F",178000
"LS12 3DJ","LS12","2021","O",115000
"YO19 6LD","YO19","2021","D",370000
"OX27 8AH","OX27","2021","T",380000
"LS12 2EW","LS12","2021","F",87950
"LS27 0JG","LS27","2021","O",263500
"OX4 4TW","OX4","2021","F",4e+05
"DN10 6PU","DN10","2021","O",132000
"LS12 3HJ","LS12","2021","O",1000
"BD19 6BW","BD19","2021","O",4330000
"HX4 8EH","HX4","2021","F",41500
"BD10 0PA","BD10","2021","F",118250
"HX6 4RY","HX6","2021","F",110000
"BD22 8LE","BD22","2021","F",124000
"WF3 3PT","WF3","2021","F",121000
"HX2 6UJ","HX2","2021","F",210000
"HD3 4ZW","HD3","2021","F",83000
"LS27 8BJ","LS27","2021","F",87000
"BD13 2SL","BD13","2021","F",75500
"LS13 1HW","LS13","2021","F",163000
"HD3 4ZQ","HD3","2021","F",73000
"HD9 2AJ","HD9","2021","F",80000
"HD3 3WT","HD3","2021","F",121000
"LS13 1FE","LS13","2021","F",170000
"LS29 6QJ","LS29","2021","F",189950
"LS26 8LQ","LS26","2021","F",123500
"BD16 2AN","BD16","2021","F",79000
"LS27 8ZJ","LS27","2021","F",159950
"LS27 8ZJ","LS27","2021","F",215000
"LS29 6QW","LS29","2021","F",122000
"HD9 5NF","HD9","2021","F",140000
"BD13 3NR","BD13","2021","T",420000
"BD3 7FG","BD3","2021","F",87000
"HX2 6BL","HX2","2021","T",135000
"BD10 8AS","BD10","2021","F",86000
"BD10 9UQ","BD10","2021","F",92500
"LS11 8LR","LS11","2021","F",91000
"LS12 3DH","LS12","2021","F",87500
"LS10 4FT","LS10","2021","F",109000
"LS18 4DF","LS18","2021","F",162500
"BD3 7FE","BD3","2021","F",82000
"LS7 3NZ","LS7","2021","F",235000
"HX7 5QY","HX7","2021","S",410000
"LS1 4GN","LS1","2021","F",167000
"LS18 5NP","LS18","2021","F",98000
"LS29 6GE","LS29","2021","F",185000
"BD15 9LL","BD15","2021","F",1e+05
"LS29 6RS","LS29","2021","F",203000
"HX7 8RE","HX7","2021","T",172500
"LS20 8LW","LS20","2021","F",120000
"LS29 6FY","LS29","2021","F",425000
"LS28 5GL","LS28","2021","F",182500
"LS18 4DB","LS18","2021","F",105000
"HD3 4AE","HD3","2021","F",76000
"BD22 0FE","BD22","2021","S",380000
"LS27 0LA","LS27","2021","F",199995
"LS10 1HF","LS10","2021","F",190000
"LS10 1HF","LS10","2021","F",230500
"LS10 1HQ","LS10","2021","F",190000
"LS10 4FT","LS10","2021","F",115000
"LS29 6GE","LS29","2021","T",495000
"LS19 6AJ","LS19","2021","F",144750
"WF3 2FS","WF3","2021","F",118500
"WF3 2FT","WF3","2021","F",89995
"LS18 4TR","LS18","2021","F",185000
"WF7 5EP","WF7","2021","F",43000
"DN8 5NH","DN8","2021","T",150000
"LS21 1LR","LS21","2021","T",220000
"BD16 1DF","BD16","2021","O",370000
"LS18 5QX","LS18","2021","F",106000
"LS18 5QX","LS18","2021","F",96000
"HD7 4HG","HD7","2021","O",93000
"DN10 6NB","DN10","2021","F",220787
"S64 8NW","S64","2021","T",70000
"LS10 4AX","LS10","2021","O",790000
"BD12 0QA","BD12","2021","O",2571718
"LS18 5GY","LS18","2021","F",185000
"LS20 9PD","LS20","2021","O",2500000
"LS27 9AL","LS27","2021","F",130000
"HX4 9NB","HX4","2021","O",5e+05
"LS18 4GS","LS18","2021","F",224950
"LS7 3NX","LS7","2021","F",157500
"BD20 0FB","BD20","2021","F",199950
"HD8 9RW","HD8","2021","D",315000
"BD17 6DU","BD17","2021","S",335000
"LS27 8WJ","LS27","2021","F",197500
"LS5 3BY","LS5","2021","F",63000
"HD9 1HT","HD9","2021","S",349995
"LS25 7FE","LS25","2021","T",136500
"LS17 9LD","LS17","2021","T",380000
"LS16 9HJ","LS16","2021","F",225000
"HD3 4ZW","HD3","2021","F",99000
"LS27 8LD","LS27","2021","F",116000
"LS23 7DZ","LS23","2021","F",385000
"WF3 2FY","WF3","2021","F",107000
"BD10 8DF","BD10","2021","F",175000
"HD9 3TQ","HD9","2021","F",160000
"LS29 0SY","LS29","2021","F",225000
"HD7 5UW","HD7","2021","F",81500
"HX4 9FN","HX4","2021","F",241000
"LS12 3DL","LS12","2021","F",79950
"DN7 5LW","DN7","2021","O",250000
"LS11 8LR","LS11","2021","F",118500
"LS18 4GS","LS18","2021","F",230000
"OX3 9FQ","OX3","2021","F",360000
"HX2 6RL","HX2","2021","F",150000
"HX2 6HD","HX2","2021","F",125000
"HD7 6JW","HD7","2021","S",190000
"OX15 4HD","OX15","2021","S",425000
"OX15 0TZ","OX15","2021","F",93000
"LS29 7ED","LS29","2021","T",485000
"OX11 0EB","OX11","2021","D",435000
"BD23 5RZ","BD23","2021","F",135000
"YO61 3GP","YO61","2021","F",169950
"YO62 6SD","YO62","2021","T",385000
"TS9 6SF","TS9","2021","F",250000
"OX3 7RU","OX3","2021","F",330000
"LS25 7AA","LS25","2021","F",159950
"LS29 6GE","LS29","2021","F",245000
"LS29 6GA","LS29","2021","F",292000
"YO62 7TN","YO62","2021","O",175000
"LS29 6GE","LS29","2021","F",210000
"OX29 4HD","OX29","2021","F",1e+05
"BD10 8DF","BD10","2021","F",140000
"BD10 0LQ","BD10","2021","F",139950
"BD10 0LP","BD10","2021","F",185000
"LS27 8BW","LS27","2021","F",215000
"LS6 2AQ","LS6","2021","F",255000
"BD10 0LP","BD10","2021","F",92750
"S75 4BX","S75","2021","T",397500
"LS27 8ZL","LS27","2021","T",349950
"HX2 6AU","HX2","2021","F",186768
"HX4 8PB","HX4","2021","T",302500
"WF4 4AQ","WF4","2021","T",425000
"LS17 7QG","LS17","2021","F",240000
"LS13 3JX","LS13","2021","F",47500
"LS28 5GL","LS28","2021","F",175000
"OX3 8PZ","OX3","2021","F",160000
"YO7 2BA","YO7","2021","S",175000
"YO51 9EG","YO51","2021","D",355000
"OX28 5DG","OX28","2021","O",240000
"BD10 8DF","BD10","2021","F",143000
"BD20 0FB","BD20","2021","F",149950
"BD17 6PG","BD17","2021","F",153000
"LS27 0QF","LS27","2021","F",116000
"LS18 5NJ","LS18","2021","F",179950
"LS6 1FH","LS6","2021","F",137500
"OX28 5DG","OX28","2021","O",255000
"OX29 0AQ","OX29","2021","F",104385
"BD22 0HG","BD22","2021","T",195000
"OX10 9RT","OX10","2021","O",717972
"LS26 8RE","LS26","2021","F",104000
"YO19 6JF","YO19","2021","F",182500
"BD10 0LP","BD10","2021","F",180000
"OX3 0HS","OX3","2021","F",347500
"LS29 7PB","LS29","2021","F",265000
"HX2 6HD","HX2","2021","T",110000
"LS13 4LD","LS13","2021","F",135000
"BD22 9FA","BD22","2021","T",295000
"LA2 7HZ","LA2","2021","T",132000
"BD20 7EF","BD20","2021","F",185000
"HX4 0HF","HX4","2021","F",172000
"LS18 5NJ","LS18","2021","F",170000
"LS29 6FF","LS29","2021","F",182500
"BD15 9BX","BD15","2021","F",56000
"BD13 4AR","BD13","2021","F",60500
"LS29 6AJ","LS29","2021","F",195000
"HX2 8QL","HX2","2021","F",73295
"HX2 8QN","HX2","2021","F",66995
"HX2 8QL","HX2","2021","F",66995
"HX2 8QL","HX2","2021","F",70000
